0    0    0    0    4.785065404706
0    0    0    1    0.741380351973
0    0    0    2    0.000000000000
0    0    0    3    0.000000000000
0    0    0    4    0.000000000000
0    0    0    5    0.121785326266
0    0    0    6    0.121785326266
0    0    1    0    0.741380351973
0    0    1    1    1.118946866342
0    0    1    2    0.000000000000
0    0    1    3    -0.000000000000
0    0    1    4    0.000000000000
0    0    1    5    0.313334088057
0    0    1    6    0.313334088057
0    0    2    0    0.000000000000
0    0    2    1    0.000000000000
0    0    2    2    1.115813812152
0    0    2    3    0.000000000000
0    0    2    4    0.000000000000
0    0    2    5    0.183538553145
0    0    2    6    -0.183538553145
0    0    3    0    0.000000000000
0    0    3    1    -0.000000000000
0    0    3    2    0.000000000000
0    0    3    3    1.115813812152
0    0    3    4    0.000000000000
0    0    3    5    0.143396033483
0    0    3    6    0.143396033483
0    0    4    0    0.000000000000
0    0    4    1    0.000000000000
0    0    4    2    0.000000000000
0    0    4    3    0.000000000000
0    0    4    4    1.115813812152
0    0    4    5    0.000000000000
0    0    4    6    0.000000000000
0    0    5    0    0.121785326266
0    0    5    1    0.313334088057
0    0    5    2    0.183538553145
0    0    5    3    0.143396033483
0    0    5    4    0.000000000000
0    0    5    5    0.470723295710
0    0    5    6    0.105864418981
0    0    6    0    0.121785326266
0    0    6    1    0.313334088057
0    0    6    2    -0.183538553145
0    0    6    3    0.143396033483
0    0    6    4    0.000000000000
0    0    6    5    0.105864418981
0    0    6    6    0.470723295710
0    1    0    0    0.741380351973
0    1    0    1    0.136873385354
0    1    0    2    0.000000000000
0    1    0    3    -0.000000000000
0    1    0    4    0.000000000000
0    1    0    5    0.022309231832
0    1    0    6    0.022309231832
0    1    1    0    0.136873385354
0    1    1    1    0.256633394731
0    1    1    2    0.000000000000
0    1    1    3    -0.000000000000
0    1    1    4    0.000000000000
0    1    1    5    0.072840099073
0    1    1    6    0.072840099073
0    1    2    0    0.000000000000
0    1    2    1    0.000000000000
0    1    2    2    0.256683985810
0    1    2    3    0.000000000000
0    1    2    4    0.000000000000
0    1    2    5    0.043197732520
0    1    2    6    -0.043197732520
0    1    3    0    -0.000000000000
0    1    3    1    -0.000000000000
0    1    3    2    0.000000000000
0    1    3    3    0.256683985810
0    1    3    4    0.000000000000
0    1    3    5    0.033749767516
0    1    3    6    0.033749767516
0    1    4    0    0.000000000000
0    1    4    1    0.000000000000
0    1    4    2    0.000000000000
0    1    4    3    0.000000000000
0    1    4    4    0.256683985810
0    1    4    5    0.000000000000
0    1    4    6    0.000000000000
0    1    5    0    0.022309231832
0    1    5    1    0.072840099073
0    1    5    2    0.043197732520
0    1    5    3    0.033749767516
0    1    5    4    0.000000000000
0    1    5    5    0.111191799742
0    1    5    6    0.024847608031
0    1    6    0    0.022309231832
0    1    6    1    0.072840099073
0    1    6    2    -0.043197732520
0    1    6    3    0.033749767516
0    1    6    4    0.000000000000
0    1    6    5    0.024847608031
0    1    6    6    0.111191799742
0    2    0    0    0.000000000000
0    2    0    1    0.000000000000
0    2    0    2    0.024477412258
0    2    0    3    0.000000000000
0    2    0    4    0.000000000000
0    2    0    5    0.000807384991
0    2    0    6    -0.000807384991
0    2    1    0    0.000000000000
0    2    1    1    0.000000000000
0    2    1    2    0.037808607416
0    2    1    3    0.000000000000
0    2    1    4    0.000000000000
0    2    1    5    0.004317162725
0    2    1    6    -0.004317162725
0    2    2    0    0.024477412258
0    2    2    1    0.037808607416
0    2    2    2    0.000000000000
0    2    2    3    0.000000000000
0    2    2    4    0.000000000000
0    2    2    5    0.009644727943
0    2    2    6    0.009644727943
0    2    3    0    0.000000000000
0    2    3    1    0.000000000000
0    2    3    2    0.000000000000
0    2    3    3    0.000000000000
0    2    3    4    0.000000000000
0    2    3    5    0.001744920656
0    2    3    6    -0.001744920656
0    2    4    0    0.000000000000
0    2    4    1    0.000000000000
0    2    4    2    0.000000000000
0    2    4    3    0.000000000000
0    2    4    4    0.000000000000
0    2    4    5    0.000000000000
0    2    4    6    0.000000000000
0    2    5    0    0.000807384991
0    2    5    1    0.004317162725
0    2    5    2    0.009644727943
0    2    5    3    0.001744920656
0    2    5    4    0.000000000000
0    2    5    5    0.008115428813
0    2    5    6    -0.000000000000
0    2    6    0    -0.000807384991
0    2    6    1    -0.004317162725
0    2    6    2    0.009644727943
0    2    6    3    -0.001744920656
0    2    6    4    0.000000000000
0    2    6    5    -0.000000000000
0    2    6    6    -0.008115428813
0    3    0    0    0.000000000000
0    3    0    1    -0.000000000000
0    3    0    2    0.000000000000
0    3    0    3    0.024477412258
0    3    0    4    0.000000000000
0    3    0    5    0.000630798289
0    3    0    6    0.000630798289
0    3    1    0    -0.000000000000
0    3    1    1    -0.000000000000
0    3    1    2    0.000000000000
0    3    1    3    0.037808607416
0    3    1    4    0.000000000000
0    3    1    5    0.003372937185
0    3    1    6    0.003372937185
0    3    2    0    0.000000000000
0    3    2    1    0.000000000000
0    3    2    2    0.000000000000
0    3    2    3    0.000000000000
0    3    2    4    0.000000000000
0    3    2    5    0.001744920656
0    3    2    6    -0.001744920656
0    3    3    0    0.024477412258
0    3    3    1    0.037808607416
0    3    3    2    0.000000000000
0    3    3    3    0.000000000000
0    3    3    4    0.000000000000
0    3    3    5    0.008774612778
0    3    3    6    0.008774612778
0    3    4    0    0.000000000000
0    3    4    1    0.000000000000
0    3    4    2    0.000000000000
0    3    4    3    0.000000000000
0    3    4    4    0.000000000000
0    3    4    5    0.000000000000
0    3    4    6    0.000000000000
0    3    5    0    0.000630798289
0    3    5    1    0.003372937185
0    3    5    2    0.001744920656
0    3    5    3    0.008774612778
0    3    5    4    0.000000000000
0    3    5    5    0.006340467885
0    3    5    6    0.001780484672
0    3    6    0    0.000630798289
0    3    6    1    0.003372937185
0    3    6    2    -0.001744920656
0    3    6    3    0.008774612778
0    3    6    4    0.000000000000
0    3    6    5    0.001780484672
0    3    6    6    0.006340467885
0    4    0    0    0.000000000000
0    4    0    1    0.000000000000
0    4    0    2    0.000000000000
0    4    0    3    0.000000000000
0    4    0    4    0.024477412258
0    4    0    5    0.000000000000
0    4    0    6    0.000000000000
0    4    1    0    0.000000000000
0    4    1    1    0.000000000000
0    4    1    2    0.000000000000
0    4    1    3    0.000000000000
0    4    1    4    0.037808607416
0    4    1    5    0.000000000000
0    4    1    6    0.000000000000
0    4    2    0    0.000000000000
0    4    2    1    0.000000000000
0    4    2    2    0.000000000000
0    4    2    3    0.000000000000
0    4    2    4    0.000000000000
